,回別,抽せん日,ナンバーズ3抽せん数字
2137,第3720回,2013年9月18日,595
2138,第3719回,2013年9月17日,760
2139,第3718回,2013年9月16日,137
2140,第3717回,2013年9月13日,511
2141,第3716回,2013年9月12日,537
2142,第3715回,2013年9月11日,192
2143,第3714回,2013年9月10日,300
2144,第3713回,2013年9月9日,547
2145,第3712回,2013年9月6日,791
2146,第3711回,2013年9月5日,536
2147,第3710回,2013年9月4日,975
2148,第3709回,2013年9月3日,204
2149,第3708回,2013年9月2日,501
2150,第3707回,2013年8月30日,311
2151,第3706回,2013年8月29日,351
2152,第3705回,2013年8月28日,793
2153,第3704回,2013年8月27日,682
2154,第3703回,2013年8月26日,893
2155,第3702回,2013年8月23日,294
2156,第3701回,2013年8月22日,850
2157,第3700回,2013年8月21日,710
2158,第3699回,2013年8月20日,317
2159,第3698回,2013年8月19日,155
2160,第3697回,2013年8月16日,900
2161,第3696回,2013年8月15日,801
2162,第3695回,2013年8月14日,155
2163,第3694回,2013年8月13日,078
2164,第3693回,2013年8月12日,234
2165,第3692回,2013年8月9日,917
2166,第3691回,2013年8月8日,283
2167,第3690回,2013年8月7日,017
2168,第3689回,2013年8月6日,497
2169,第3688回,2013年8月5日,257
2170,第3687回,2013年8月2日,914
2171,第3686回,2013年8月1日,811
2172,第3685回,2013年7月31日,757
2173,第3684回,2013年7月30日,254
2174,第3683回,2013年7月29日,333
2175,第3682回,2013年7月26日,501
2176,第3681回,2013年7月25日,740
2177,第3680回,2013年7月24日,346
2178,第3679回,2013年7月23日,293
2179,第3678回,2013年7月22日,342
2180,第3677回,2013年7月19日,235
2181,第3676回,2013年7月18日,195
2182,第3675回,2013年7月17日,044
2183,第3674回,2013年7月16日,950
2184,第3673回,2013年7月15日,940
2185,第3672回,2013年7月12日,456
2186,第3671回,2013年7月11日,820
2187,第3670回,2013年7月10日,343
2188,第3669回,2013年7月9日,082
2189,第3668回,2013年7月8日,551
2190,第3667回,2013年7月5日,676
2191,第3666回,2013年7月4日,812
2192,第3665回,2013年7月3日,587
2193,第3664回,2013年7月2日,307
2194,第3663回,2013年7月1日,790
2195,第3662回,2013年6月28日,848
2196,第3661回,2013年6月27日,725
2197,第3660回,2013年6月26日,314
2198,第3659回,2013年6月25日,032
2199,第3658回,2013年6月24日,068
2200,第3657回,2013年6月21日,527
2201,第3656回,2013年6月20日,031
2202,第3655回,2013年6月19日,238
2203,第3654回,2013年6月18日,481
2204,第3653回,2013年6月17日,883
2205,第3652回,2013年6月14日,477
2206,第3651回,2013年6月13日,165
2207,第3650回,2013年6月12日,378
2208,第3649回,2013年6月11日,137
2209,第3648回,2013年6月10日,497
2210,第3647回,2013年6月7日,004
2211,第3646回,2013年6月6日,292
2212,第3645回,2013年6月5日,143
2213,第3644回,2013年6月4日,611
2214,第3643回,2013年6月3日,723
2215,第3642回,2013年5月31日,953
2216,第3641回,2013年5月30日,041
2217,第3640回,2013年5月29日,980
2218,第3639回,2013年5月28日,819
2219,第3638回,2013年5月27日,345
2220,第3637回,2013年5月24日,456
2221,第3636回,2013年5月23日,899
2222,第3635回,2013年5月22日,244
2223,第3634回,2013年5月21日,444
2224,第3633回,2013年5月20日,963
2225,第3632回,2013年5月17日,165
2226,第3631回,2013年5月16日,318
2227,第3630回,2013年5月15日,531
2228,第3629回,2013年5月14日,164
2229,第3628回,2013年5月13日,488
2230,第3627回,2013年5月10日,034
2231,第3626回,2013年5月9日,314
2232,第3625回,2013年5月8日,407
2233,第3624回,2013年5月7日,570
2234,第3623回,2013年5月6日,160
2235,第3622回,2013年5月3日,714
2236,第3621回,2013年5月2日,832
2237,第3620回,2013年5月1日,104
2238,第3619回,2013年4月30日,706
2239,第3618回,2013年4月29日,693
2240,第3617回,2013年4月26日,921
2241,第3616回,2013年4月25日,294
2242,第3615回,2013年4月24日,722
2243,第3614回,2013年4月23日,715
2244,第3613回,2013年4月22日,947
2245,第3612回,2013年4月19日,003
2246,第3611回,2013年4月18日,044
2247,第3610回,2013年4月17日,114
2248,第3609回,2013年4月16日,210
2249,第3608回,2013年4月15日,760
2250,第3607回,2013年4月12日,318
2251,第3606回,2013年4月11日,102
2252,第3605回,2013年4月10日,045
2253,第3604回,2013年4月9日,582
2254,第3603回,2013年4月8日,233
2255,第3602回,2013年4月5日,318
2256,第3601回,2013年4月4日,422
2257,第3600回,2013年4月3日,893
2258,第3599回,2013年4月2日,344
2259,第3598回,2013年4月1日,044
2260,第3597回,2013年3月29日,259
2261,第3596回,2013年3月28日,510
2262,第3595回,2013年3月27日,538
2263,第3594回,2013年3月26日,782
2264,第3593回,2013年3月25日,291
2265,第3592回,2013年3月22日,448
2266,第3591回,2013年3月21日,735
2267,第3590回,2013年3月20日,333
2268,第3589回,2013年3月19日,349
2269,第3588回,2013年3月18日,369
2270,第3587回,2013年3月15日,888
2271,第3586回,2013年3月14日,528
2272,第3585回,2013年3月13日,980
2273,第3584回,2013年3月12日,986
2274,第3583回,2013年3月11日,898
2275,第3582回,2013年3月8日,168
2276,第3581回,2013年3月7日,158
2277,第3580回,2013年3月6日,473
2278,第3579回,2013年3月5日,797
2279,第3578回,2013年3月4日,723
2280,第3577回,2013年3月1日,837
2281,第3576回,2013年2月28日,717
2282,第3575回,2013年2月27日,181
2283,第3574回,2013年2月26日,199
2284,第3573回,2013年2月25日,751
2285,第3572回,2013年2月22日,728
2286,第3571回,2013年2月21日,396
2287,第3570回,2013年2月20日,230
2288,第3569回,2013年2月19日,139
2289,第3568回,2013年2月18日,972
2290,第3567回,2013年2月15日,574
2291,第3566回,2013年2月14日,507
2292,第3565回,2013年2月13日,381
2293,第3564回,2013年2月12日,731
2294,第3563回,2013年2月11日,481
2295,第3562回,2013年2月8日,199
2296,第3561回,2013年2月7日,252
2297,第3560回,2013年2月6日,068
2298,第3559回,2013年2月5日,300
2299,第3558回,2013年2月4日,258
2300,第3557回,2013年2月1日,844
2301,第3556回,2013年1月31日,158
2302,第3555回,2013年1月30日,015
2303,第3554回,2013年1月29日,533
2304,第3553回,2013年1月28日,481
2305,第3552回,2013年1月25日,272
2306,第3551回,2013年1月24日,794
2307,第3550回,2013年1月23日,352
2308,第3549回,2013年1月22日,068
2309,第3548回,2013年1月21日,871
2310,第3547回,2013年1月18日,228
2311,第3546回,2013年1月17日,433
2312,第3545回,2013年1月16日,663
2313,第3544回,2013年1月15日,447
2314,第3543回,2013年1月14日,238
2315,第3542回,2013年1月11日,044
2316,第3541回,2013年1月10日,240
2317,第3540回,2013年1月9日,239
2318,第3539回,2013年1月8日,877
2319,第3538回,2013年1月7日,778
2320,第3537回,2013年1月4日,609
2321,第3536回,2012年12月28日,889
2322,第3535回,2012年12月27日,836
2323,第3534回,2012年12月26日,426
2324,第3533回,2012年12月25日,296
2325,第3532回,2012年12月24日,579
2326,第3531回,2012年12月21日,273
2327,第3530回,2012年12月20日,619
2328,第3529回,2012年12月19日,036
2329,第3528回,2012年12月18日,199
2330,第3527回,2012年12月17日,141
2331,第3526回,2012年12月14日,282
2332,第3525回,2012年12月13日,374
2333,第3524回,2012年12月12日,249
2334,第3523回,2012年12月11日,776
2335,第3522回,2012年12月10日,540
2336,第3521回,2012年12月7日,167
2337,第3520回,2012年12月6日,931
2338,第3519回,2012年12月5日,793
2339,第3518回,2012年12月4日,798
2340,第3517回,2012年12月3日,217
2341,第3516回,2012年11月30日,943
2342,第3515回,2012年11月29日,950
2343,第3514回,2012年11月28日,195
2344,第3513回,2012年11月27日,660
2345,第3512回,2012年11月26日,204
2346,第3511回,2012年11月23日,369
2347,第3510回,2012年11月22日,307
2348,第3509回,2012年11月21日,872
2349,第3508回,2012年11月20日,776
2350,第3507回,2012年11月19日,713
2351,第3506回,2012年11月16日,464
2352,第3505回,2012年11月15日,495
2353,第3504回,2012年11月14日,605
2354,第3503回,2012年11月13日,019
2355,第3502回,2012年11月12日,781
2356,第3501回,2012年11月9日,666
2357,第3500回,2012年11月8日,966
2358,第3499回,2012年11月7日,085
2359,第3498回,2012年11月6日,044
2360,第3497回,2012年11月5日,620
2361,第3496回,2012年11月2日,561
2362,第3495回,2012年11月1日,778
2363,第3494回,2012年10月31日,264
2364,第3493回,2012年10月30日,804
2365,第3492回,2012年10月29日,480
2366,第3491回,2012年10月26日,697
2367,第3490回,2012年10月25日,837
2368,第3489回,2012年10月24日,341
2369,第3488回,2012年10月23日,240
2370,第3487回,2012年10月22日,714
2371,第3486回,2012年10月19日,320
2372,第3485回,2012年10月18日,662
2373,第3484回,2012年10月17日,033
2374,第3483回,2012年10月16日,236
2375,第3482回,2012年10月15日,063
2376,第3481回,2012年10月12日,472
2377,第3480回,2012年10月11日,612
2378,第3479回,2012年10月10日,042
2379,第3478回,2012年10月9日,144
2380,第3477回,2012年10月8日,782
2381,第3476回,2012年10月5日,851
2382,第3475回,2012年10月4日,116
2383,第3474回,2012年10月3日,498
2384,第3473回,2012年10月2日,298
2385,第3472回,2012年10月1日,274
2386,第3471回,2012年9月28日,928
2387,第3470回,2012年9月27日,660
2388,第3469回,2012年9月26日,466
2389,第3468回,2012年9月25日,100
2390,第3467回,2012年9月24日,715
2391,第3466回,2012年9月21日,059
2392,第3465回,2012年9月20日,049
2393,第3464回,2012年9月19日,728
2394,第3463回,2012年9月18日,731
2395,第3462回,2012年9月17日,784
2396,第3461回,2012年9月14日,445
2397,第3460回,2012年9月13日,124
2398,第3459回,2012年9月12日,441
2399,第3458回,2012年9月11日,185
2400,第3457回,2012年9月10日,351
2401,第3456回,2012年9月7日,926
2402,第3455回,2012年9月6日,988
2403,第3454回,2012年9月5日,748
2404,第3453回,2012年9月4日,357
2405,第3452回,2012年9月3日,458
2406,第3451回,2012年8月31日,310
2407,第3450回,2012年8月30日,526
2408,第3449回,2012年8月29日,887
2409,第3448回,2012年8月28日,282
2410,第3447回,2012年8月27日,099
2411,第3446回,2012年8月24日,537
2412,第3445回,2012年8月23日,514
2413,第3444回,2012年8月22日,810
2414,第3443回,2012年8月21日,656
2415,第3442回,2012年8月20日,689
2416,第3441回,2012年8月17日,911
2417,第3440回,2012年8月16日,979
2418,第3439回,2012年8月15日,430
2419,第3438回,2012年8月14日,333
2420,第3437回,2012年8月13日,302
2421,第3436回,2012年8月10日,090
2422,第3435回,2012年8月9日,343
2423,第3434回,2012年8月8日,121
2424,第3433回,2012年8月7日,788
2425,第3432回,2012年8月6日,055
2426,第3431回,2012年8月3日,360
2427,第3430回,2012年8月2日,261
2428,第3429回,2012年8月1日,568
2429,第3428回,2012年7月31日,916
2430,第3427回,2012年7月30日,486
2431,第3426回,2012年7月27日,726
2432,第3425回,2012年7月26日,506
2433,第3424回,2012年7月25日,899
2434,第3423回,2012年7月24日,059
2435,第3422回,2012年7月23日,615
2436,第3421回,2012年7月20日,515
2437,第3420回,2012年7月19日,377
2438,第3419回,2012年7月18日,825
2439,第3418回,2012年7月17日,544
2440,第3417回,2012年7月16日,047
2441,第3416回,2012年7月13日,680
2442,第3415回,2012年7月12日,612
2443,第3414回,2012年7月11日,034
2444,第3413回,2012年7月10日,738
2445,第3412回,2012年7月9日,092
2446,第3411回,2012年7月6日,148
2447,第3410回,2012年7月5日,550
2448,第3409回,2012年7月4日,851
2449,第3408回,2012年7月3日,077
2450,第3407回,2012年7月2日,835
2451,第3406回,2012年6月29日,410
2452,第3405回,2012年6月28日,819
2453,第3404回,2012年6月27日,884
2454,第3403回,2012年6月26日,357
2455,第3402回,2012年6月25日,523
2456,第3401回,2012年6月22日,811
2457,第3400回,2012年6月21日,714
2458,第3399回,2012年6月20日,486
2459,第3398回,2012年6月19日,137
2460,第3397回,2012年6月18日,826
2461,第3396回,2012年6月15日,051
2462,第3395回,2012年6月14日,495
2463,第3394回,2012年6月13日,194
2464,第3393回,2012年6月12日,098
2465,第3392回,2012年6月11日,600
2466,第3391回,2012年6月8日,696
2467,第3390回,2012年6月7日,197
2468,第3389回,2012年6月6日,917
2469,第3388回,2012年6月5日,819
2470,第3387回,2012年6月4日,221
2471,第3386回,2012年6月1日,729
2472,第3385回,2012年5月31日,975
2473,第3384回,2012年5月30日,038
2474,第3383回,2012年5月29日,538
2475,第3382回,2012年5月28日,320
2476,第3381回,2012年5月25日,262
2477,第3380回,2012年5月24日,547
2478,第3379回,2012年5月23日,073
2479,第3378回,2012年5月22日,768
2480,第3377回,2012年5月21日,828
2481,第3376回,2012年5月18日,156
2482,第3375回,2012年5月17日,885
2483,第3374回,2012年5月16日,286
2484,第3373回,2012年5月15日,709
2485,第3372回,2012年5月14日,301
2486,第3371回,2012年5月11日,439
2487,第3370回,2012年5月10日,535
2488,第3369回,2012年5月9日,214
2489,第3368回,2012年5月8日,685
2490,第3367回,2012年5月7日,701
2491,第3366回,2012年5月4日,409
2492,第3365回,2012年5月3日,064
2493,第3364回,2012年5月2日,138
2494,第3363回,2012年5月1日,905
2495,第3362回,2012年4月30日,448
2496,第3361回,2012年4月27日,564
2497,第3360回,2012年4月26日,322
2498,第3359回,2012年4月25日,994
2499,第3358回,2012年4月24日,378
2500,第3357回,2012年4月23日,451
2501,第3356回,2012年4月20日,420
2502,第3355回,2012年4月19日,278
2503,第3354回,2012年4月18日,105
2504,第3353回,2012年4月17日,667
2505,第3352回,2012年4月16日,789
2506,第3351回,2012年4月13日,098
2507,第3350回,2012年4月12日,916
2508,第3349回,2012年4月11日,175
2509,第3348回,2012年4月10日,284
2510,第3347回,2012年4月9日,790
2511,第3346回,2012年4月6日,952
2512,第3345回,2012年4月5日,895
2513,第3344回,2012年4月4日,575
2514,第3343回,2012年4月3日,766
2515,第3342回,2012年4月2日,860
2516,第3341回,2012年3月30日,627
2517,第3340回,2012年3月29日,594
2518,第3339回,2012年3月28日,124
2519,第3338回,2012年3月27日,599
2520,第3337回,2012年3月26日,226
2521,第3336回,2012年3月23日,228
2522,第3335回,2012年3月22日,158
2523,第3334回,2012年3月21日,241
2524,第3333回,2012年3月20日,800
2525,第3332回,2012年3月19日,160
2526,第3331回,2012年3月16日,136
2527,第3330回,2012年3月15日,552
2528,第3329回,2012年3月14日,906
2529,第3328回,2012年3月13日,300
2530,第3327回,2012年3月12日,771
2531,第3326回,2012年3月9日,422
2532,第3325回,2012年3月8日,940
2533,第3324回,2012年3月7日,017
2534,第3323回,2012年3月6日,833
2535,第3322回,2012年3月5日,976
2536,第3321回,2012年3月2日,007
2537,第3320回,2012年3月1日,012
2538,第3319回,2012年2月29日,874
2539,第3318回,2012年2月28日,490
2540,第3317回,2012年2月27日,343
2541,第3316回,2012年2月24日,267
2542,第3315回,2012年2月23日,366
2543,第3314回,2012年2月22日,141
2544,第3313回,2012年2月21日,126
2545,第3312回,2012年2月20日,563
2546,第3311回,2012年2月17日,629
2547,第3310回,2012年2月16日,668
2548,第3309回,2012年2月15日,059
2549,第3308回,2012年2月14日,219
2550,第3307回,2012年2月13日,732
2551,第3306回,2012年2月10日,005
2552,第3305回,2012年2月9日,359
2553,第3304回,2012年2月8日,890
2554,第3303回,2012年2月7日,933
2555,第3302回,2012年2月6日,871
2556,第3301回,2012年2月3日,768
2557,第3300回,2012年2月2日,782
2558,第3299回,2012年2月1日,076
2559,第3298回,2012年1月31日,718
2560,第3297回,2012年1月30日,181
2561,第3296回,2012年1月27日,079
2562,第3295回,2012年1月26日,233
2563,第3294回,2012年1月25日,017
2564,第3293回,2012年1月24日,478
2565,第3292回,2012年1月23日,707
2566,第3291回,2012年1月20日,556
2567,第3290回,2012年1月19日,251
2568,第3289回,2012年1月18日,093
2569,第3288回,2012年1月17日,398
2570,第3287回,2012年1月16日,674
2571,第3286回,2012年1月13日,910
2572,第3285回,2012年1月12日,552
2573,第3284回,2012年1月11日,861
2574,第3283回,2012年1月10日,813
2575,第3282回,2012年1月9日,965
2576,第3281回,2012年1月6日,458
2577,第3280回,2012年1月5日,447
2578,第3279回,2012年1月4日,416
2579,第3278回,2011年12月30日,786
